=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2026.08.15 20:10:54 =~=~=~=~=~=~=~=~=~=~=~=
1969,69665950,100051.15,25.53,-0.468,-0.308,-0.572,-94.543,-94.794
1971,69726147,100051.26,25.54,-0.475,-0.317,-0.208,-94.551,-94.802
1973,69793190,100050.95,25.53,-0.441,-0.290,0.115,-94.546,-94.809
1975,69854389,100054.35,25.54,-0.434,-0.578,0.530,-94.539,-94.814
1977,69916953,100051.90,25.54,-0.463,-0.371,-0.004,-94.559,-94.828
1979,69977142,100052.77,25.55,-0.470,-0.444,-0.430,-94.565,-94.834
1981,70044204,100054.39,25.55,-0.499,-0.581,-0.142,-94.573,-94.843
1983,70107388,100051.38,25.55,-0.471,-0.327,-0.219,-94.580,-94.848
1985,70175954,100054.26,25.54,-0.487,-0.570,0.170,-94.577,-94.850
1987,70243622,100052.47,25.55,-0.478,-0.419,-0.028,-94.585,-94.857
1989,70304391,100051.81,25.54,-0.457,-0.364,0.072,-94.586,-94.856
1991,70365389,100055.01,25.55,-0.450,-0.633,0.394,-94.581,-94.853
1993,70425389,100053.84,25.56,-0.458,-0.534,0.156,-94.582,-94.850
1995,70488148,100049.65,25.55,-0.408,-0.182,-0.080,-94.583,-94.848
1997,70548389,100049.69,25.56,-0.408,-0.184,0.311,-94.583,-94.846
1999,70615199,100050.80,25.55,-0.394,-0.279,0.193,-94.577,-94.843
2001,70676389,100050.39,25.55,-0.371,-0.244,0.306,-94.571,-94.840
2003,70736389,100050.13,25.56,-0.340,-0.222,0.390,-94.555,-94.835
2005,70798153,100052.40,25.56,-0.396,-0.413,0.143,-94.562,-94.834
2007,70866197,100049.84,25.55,-0.363,-0.198,-0.389,-94.561,-94.832
2009,70930153,100048.54,25.55,-0.353,-0.088,0.141,-94.564,-94.833
2011,70996389,100049.38,25.54,-0.289,-0.158,0.440,-94.534,-94.822
2013,71056706,100049.55,25.55,-0.291,-0.173,0.699,-94.523,-94.819
2015,71121890,100049.60,25.55,-0.269,-0.178,0.177,-94.515,-94.814
2017,71188148,100053.74,25.54,-0.310,-0.526,0.211,-94.509,-94.811
2019,71248389,100049.06,25.55,-0.266,-0.132,-0.183,-94.500,-94.808
2021,71309392,100054.60,25.55,-0.285,-0.599,0.371,-94.484,-94.805
2023,71371968,100050.53,25.56,-0.272,-0.256,-0.008,-94.482,-94.800
2025,71432152,100049.19,25.56,-0.246,-0.142,-0.008,-94.477,-94.800
2027,71499197,100052.83,25.55,-0.288,-0.450,0.169,-94.471,-94.797
2029,71559389,100054.31,25.56,-0.336,-0.574,-0.412,-94.469,-94.794
2031,71627445,100055.19,25.56,-0.369,-0.648,-0.623,-94.472,-94.794
2033,71690141,100050.33,25.55,-0.326,-0.238,-0.337,-94.474,-94.791
2035,71752392,100048.30,25.55,-0.313,-0.068,0.146,-94.474,-94.789
2037,71819461,100049.00,25.54,-0.290,-0.127,0.234,-94.465,-94.785
2039,71881955,100051.98,25.55,-0.310,-0.378,0.323,-94.454,-94.780
2041,71941392,100052.04,25.55,-0.351,-0.383,-0.256,-94.458,-94.779
2043,72003392,100049.22,25.56,-0.274,-0.145,-0.178,-94.448,-94.774
2045,72070247,100051.73,25.55,-0.271,-0.357,0.788,-94.436,-94.770
2047,72131390,100048.19,25.55,-0.227,-0.058,0.297,-94.429,-94.767
2049,72193147,100049.66,25.55,-0.259,-0.183,0.194,-94.426,-94.763
2051,72260873,100052.93,25.55,-0.303,-0.458,-0.298,-94.417,-94.759
2053,72324971,100052.79,25.55,-0.327,-0.446,-0.449,-94.424,-94.758
2055,72387875,100048.61,25.55,-0.307,-0.094,-0.402,-94.430,-94.757
