=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2026.08.22 14:45:08 =~=~=~=~=~=~=~=~=~=~=~=
imu_seq,baro_seq,timestamp_us,roll_deg,pitch_deg,yaw_deg,heading_deg,altitude_m,raw_altitude_m,climb_rate_mps,pressure_pa,temperature_c,comp_altitude_m,comp_climb_rate_mps,comp_accel_up_mss,accel_x_mss,accel_y_mss,accel_z_mss,gyro_x_dps,gyro_y_dps,gyro_z_dps,mag_x_ut,mag_y_ut,mag_z_ut,linacc_x_mss,linacc_y_mss,linacc_z_mss,grav_x_mss,grav_y_mss,grav_z_mss,calib_sys,calib_gyro,calib_accel,calib_mag,imu_valid,baro_valid
[IMU] BNO055 axis_map=0x24 sign_x=0 sign_y=0 sign_z=0
[SETUP] Baro PROM: C1=39189 C2=35799 C3=24633 C4=24872 C5=35093 C6=27857
[SETUP] Airspeed init failed -- check wiring/I2C address
[SETUP] SD card init failed -- check the card is inserted
7132,2371,82621581,4.375,-5.375,26.625,26.625,-0.251,-0.008,0.716,99981.45,36.21,-97.106,-97.535,-19.5444,0.0100,0.2400,9.7900,0.0625,0.0000,0.0000,16.3750,-33.6875,19.7500,-0.0500,0.0400,-0.0300,0.0600,0.1900,9.8000,3,3,3,0,1,1
7144,2375,82741881,4.375,-5.375,26.625,26.625,-0.355,-0.461,-0.101,99986.81,36.21,-97.107,-97.535,-19.5434,0.0000,0.2400,9.7900,0.0625,0.0000,-0.0625,16.7500,-33.2500,19.0000,-0.0700,0.0200,0.0000,0.0600,0.1900,9.8000,3,3,3,0,1,1
7156,2379,82861357,4.375,-5.375,26.625,26.625,-0.559,-0.943,-1.118,99992.52,36.21,-97.143,-97.542,-19.5442,0.0000,0.2500,9.7900,0.0625,-0.1875,-0.0625,16.0000,-33.2500,21.3750,-0.0700,0.0500,0.0000,0.0600,0.1900,9.8000,3,3,3,0,1,1
7168,2383,82981821,4.375,-5.375,26.625,26.625,-0.680,-1.501,-0.065,99999.14,36.21,-97.168,-97.547,-19.5152,0.0000,0.2600,9.7600,0.0625,0.0000,0.0000,16.3750,-32.8750,20.5625,-0.0300,0.0500,-0.0100,0.0600,0.1900,9.8000,3,3,3,0,1,1
7180,2387,83101910,4.375,-5.375,26.625,26.625,-0.491,-0.089,1.299,99982.41,36.22,-97.188,-97.550,-19.5343,0.0000,0.2500,9.7800,-0.0625,0.0000,0.1250,16.3750,-33.2500,21.3750,-0.0700,0.0300,0.0000,0.0600,0.1900,9.8000,3,3,3,0,1,1
7192,2391,83222320,5.000,-5.438,25.569,22.750,-0.522,0.027,-0.347,99981.03,36.21,-97.209,-97.552,-19.1320,-3.4300,-1.3600,9.8500,0.3750,1.4375,130.3750,16.0000,-32.8750,20.1875,-4.8300,-1.8200,-0.2500,0.1700,0.2100,9.8000,3,3,3,0,1,1
7202,2394,83322465,3.062,-4.812,13.162,355.375,-0.363,-0.223,0.690,99983.99,36.22,-97.168,-97.546,-18.0222,-1.7800,-2.8700,8.5600,-1.0625,33.7500,322.6875,8.5625,-35.8750,19.7500,-2.4600,-4.1000,-0.4200,-0.1600,0.1000,9.8000,3,3,3,0,1,1
7213,2398,83432444,6.625,-6.875,-11.918,327.375,-0.529,-1.130,-0.226,99994.74,36.22,-97.178,-97.524,-19.6691,-0.8500,-1.0000,10.2200,5.1250,-47.9375,220.0000,-9.8750,-34.7500,20.1875,-0.7600,-1.5000,0.3900,0.4500,0.4500,9.7800,3,3,3,0,1,1
7225,2402,83552037,3.125,-4.688,-38.517,301.750,-0.524,-0.683,0.672,99989.45,36.23,-97.196,-97.640,-20.5838,1.2900,-0.1200,10.7300,1.5625,121.9375,208.8750,-20.2500,-27.3750,23.0625,0.6700,-0.6000,1.3500,-0.1600,0.0700,9.8000,3,3,3,0,1,1
7237,2406,83672588,20.562,-7.000,-55.728,296.875,-0.174,-0.652,3.885,99989.08,36.22,-97.111,-97.620,-20.7461,2.4600,2.0500,10.6800,-9.6250,-324.8125,-22.8750,-30.6875,-17.3750,20.5625,2.2300,0.9900,2.9800,2.8000,0.4500,9.3800,3,3,3,0,1,1
7249,2410,83792889,58.125,9.750,-34.269,33.312,-0.275,-0.014,-0.994,99981.51,36.22,-97.134,-97.231,-10.3678,7.8700,-2.3200,7.3700,-180.3750,-355.3125,-79.0625,-17.3750,-17.7500,34.8750,0.9200,-2.0800,1.6900,7.9400,-1.3900,5.5700,3,3,3,0,1,1
7258,2413,83892889,82.438,67.562,12.683,47.750,-0.120,0.890,-0.494,99970.80,36.20,-97.027,-95.825,0.0427,10.2500,-1.3000,2.3200,-203.1875,-264.6250,-3.7500,2.6875,-25.8750,33.2500,0.6500,0.1400,1.3200,9.6000,-1.8600,0.6100,3,3,3,0,1,1
7270,2417,84010183,73.562,-171.812,57.819,95.875,-0.136,-0.088,0.764,99982.40,36.21,-96.690,-94.243,-10.4217,4.5100,0.2500,-0.7500,-343.0000,-136.6875,-119.8125,18.8750,-36.8750,2.5000,-4.6800,-0.4800,2.5800,9.1900,0.7300,-3.3300,3,3,3,0,1,1
7282,2421,84132821,64.938,-100.562,117.590,158.875,-0.291,-0.514,-1.643,99987.45,36.21,-96.314,-93.541,-19.9694,10.7100,2.1700,0.0700,-371.0625,107.2500,-72.6875,24.6875,-27.5625,-20.3750,3.9700,-2.6700,1.8000,8.5700,4.7300,-0.5200,3,3,3,0,1,1
7294,2425,84253036,66.938,-21.625,147.840,154.938,-0.463,-0.990,-2.254,99993.09,36.21,-95.995,-93.732,-19.3291,11.8600,4.5500,3.4600,-138.5625,67.0000,295.0000,33.2500,-13.5000,-21.5625,4.5400,2.7600,-0.9800,8.7300,1.3300,4.2500,3,3,3,0,1,1
7306,2429,84373333,47.438,42.812,126.332,26.062,-0.315,0.304,-0.068,99977.74,36.22,-95.646,-92.476,-4.6472,11.3500,-1.3800,6.6500,110.0000,151.6250,358.5625,26.1875,-28.2500,-18.0000,5.4900,3.0700,3.0100,6.7400,-5.2100,4.8500,3,3,3,0,1,1
7316,2432,84472944,-16.250,26.812,43.515,337.625,0.009,1.467,2.388,99963.96,36.22,-95.204,-91.839,-17.1443,3.4800,-5.2000,8.8800,100.5625,242.7500,865.1875,8.3750,-40.1875,-8.0625,10.1700,-8.2000,-2.2700,-3.3900,-4.7500,7.8700,3,3,3,0,1,1
7327,2436,84583437,-24.750,-8.688,-18.051,302.500,-0.122,-0.241,-0.219,99984.21,36.21,-94.772,-91.736,-14.5155,-2.3500,2.8400,6.9500,200.6250,-54.6250,311.8750,-26.5000,-31.0000,2.0625,2.2200,3.4600,-1.5600,-4.7200,0.6600,8.5600,3,3,3,0,1,1
7339,2440,84703126,3.375,-27.562,-58.980,274.750,0.013,-0.775,2.404,99990.53,36.22,-94.278,-91.524,-20.9588,-0.5000,5.3100,12.5500,-46.1250,-212.4375,272.9375,-36.0625,-11.2500,10.6875,-1.4100,2.1300,3.7600,-0.1100,3.8800,9.0000,3,3,3,0,1,1
7351,2444,84823565,51.375,4.688,-73.840,356.875,-0.248,0.089,-4.343,99980.30,36.21,-94.010,-91.886,-19.6660,2.6200,2.7500,12.7500,-363.4375,-410.3750,117.0000,-22.5625,6.5000,37.3750,-4.1600,3.9800,5.0800,7.2200,-1.0300,6.5500,3,3,3,0,1,1
7360,2447,84923695,66.062,116.375,-28.115,4.438,-0.436,-1.985,0.502,100004.88,36.21,-93.700,-90.930,-6.5504,2.9800,0.4500,2.2400,-422.8750,-468.1250,95.9375,4.2500,-12.2500,43.0625,-6.3400,4.3000,3.5700,8.6600,-3.9400,-2.3300,2,3,3,1,1,1
7372,2451,85043889,58.250,-176.875,22.188,83.938,-0.465,0.358,-2.363,99977.11,36.20,-93.353,-89.704,-8.0018,7.2200,4.3900,-2.9100,-500.1875,212.7500,-91.5000,22.0625,-33.3750,10.3750,-0.6500,4.1200,3.3500,7.9500,0.7300,-5.6800,2,3,3,1,1,1
7384,2455,85163405,59.250,-77.312,105.775,154.875,-0.469,-1.099,1.542,99994.38,36.21,-92.809,-89.138,-22.2773,11.4200,6.5500,0.8300,-363.3750,367.7500,-38.3125,32.7500,-22.0625,-19.5000,1.8600,1.6400,-0.3300,8.0500,5.3400,1.6200,2,3,3,1,1,1
7396,2459,85284312,36.875,-16.062,93.930,58.125,0.061,1.829,1.650,99959.67,36.21,-92.345,-89.593,-20.8703,4.5600,7.8000,6.9000,-320.0000,357.4375,348.1875,40.0625,-10.5625,-4.8750,-0.5800,2.2200,0.1600,5.3200,1.6800,8.0500,2,3,3,1,1,1
7408,2463,85403229,7.750,31.312,56.198,32.000,0.063,0.402,1.047,99976.59,36.21,-91.900,-89.151,-9.8686,2.9600,0.3700,1.8400,-368.7500,216.2500,422.0625,33.7500,-26.2500,5.2500,1.8300,6.2500,-5.7600,-0.1200,-6.1600,7.6200,2,3,3,1,1,1
7420,2467,85524467,-53.375,8.938,-21.317,240.250,-0.191,0.461,-2.842,99975.89,36.21,-91.534,-88.581,-15.2298,-12.5000,2.2100,8.8800,175.1875,92.8750,573.0625,-5.5000,-41.7500,-9.5000,-5.8100,6.9400,4.8400,-8.2600,-1.2000,5.1300,2,3,3,1,1,1
7432,2471,85644647,-29.250,-38.312,-78.259,294.938,-0.104,-0.661,1.019,99989.18,36.21,-91.016,-87.425,-8.6232,-7.1200,7.4300,8.8800,-61.0000,-264.7500,280.5000,-32.8750,-23.5625,-3.3750,-1.4000,3.5300,1.4700,-5.3800,4.5900,6.7800,2,3,3,1,1,1
7442,2474,85744681,16.812,-29.562,-76.772,278.438,-0.108,0.985,-0.973,99969.68,36.21,-90.633,-87.109,-20.1283,-3.4100,7.3700,12.1900,-170.9375,-404.5625,242.3125,-37.7500,-5.5625,10.0625,-5.6200,2.7900,3.8800,2.1700,4.0900,8.6400,2,3,3,1,1,1
7453,2478,85853157,63.625,9.375,-49.996,10.062,-0.281,-0.816,-0.130,99991.02,36.21,-90.201,-87.322,-15.7437,0.4400,3.5300,6.5900,-499.6875,-578.0000,49.6875,-23.6875,3.5625,36.6875,-7.8800,4.7900,1.8100,8.9100,-1.6100,3.7500,2,3,3,3,1,1
7463,2481,85964150,55.438,174.250,8.505,66.312,-0.383,-1.041,-0.568,99993.69,36.19,-89.853,-86.404,-9.2477,7.3000,4.0400,-6.1700,-460.4375,-57.0000,43.3125,23.1875,-31.6875,10.8750,-0.9500,5.7000,2.6800,7.6600,-0.1500,-6.1100,2,3,3,3,1,1
7474,2485,86074702,63.062,-102.688,87.557,148.125,-0.581,-0.598,-2.231,99988.43,36.19,-89.459,-85.640,-19.0250,11.4800,11.7400,-3.1900,-479.1875,294.8125,-42.1875,28.0000,-29.0625,-15.7500,0.9900,5.0100,-3.6900,8.4100,4.9800,-0.7400,2,3,3,3,1,1
7486,2489,86194889,40.875,-19.375,104.570,62.625,-0.293,0.152,2.066,99979.55,36.22,-88.978,-86.127,-23.1760,9.1000,4.1600,10.9100,-267.2500,263.1250,192.0625,37.6875,-14.1875,-12.0000,2.4600,2.7100,3.6900,5.8800,2.0500,7.5700,2,3,3,3,1,1
7498,2493,86314157,18.750,31.812,66.491,43.938,-0.245,-0.724,1.364,99989.93,36.20,-88.579,-86.062,-12.8123,3.6000,0.0400,6.0800,-335.0000,76.1875,327.1875,32.0625,-27.5000,-2.8750,2.1100,5.0500,-2.3700,2.1000,-6.1300,7.3500,2,3,3,3,1,1
7510,2497,86435328,-32.688,39.500,110.896,351.938,-0.260,0.141,-0.281,99979.67,36.21,-88.202,-85.112,-12.6303,-2.1800,2.3800,3.7400,135.2500,91.0000,650.6250,12.7500,-40.2500,-15.2500,0.5300,8.7300,-1.8600,-5.8600,-5.4400,5.6700,2,3,3,3,1,1
7522,2501,86554214,-39.625,-34.812,-155.907,306.000,-0.334,0.152,-1.012,99979.55,36.21,-87.795,-84.303,-6.8189,-5.5900,8.7900,7.6000,154.1250,-68.7500,458.5625,-24.2500,-34.7500,-8.2500,-1.1600,4.9400,3.1700,-6.4100,4.2900,6.0500,2,3,3,3,1,1
7534,2505,86675373,3.562,-37.250,-104.579,265.938,-0.119,0.586,1.378,99974.41,36.21,-87.252,-83.516,-16.4559,-3.0600,9.1700,10.1300,-221.1250,-285.8125,222.0000,-38.7500,4.0625,6.3750,-2.2500,3.6100,1.4900,-0.0700,5.3400,8.2200,2,3,3,3,1,1
7544,2508,86775049,35.250,-5.500,-102.544,254.875,-0.236,-0.421,0.687,99986.34,36.21,-86.861,-83.837,-21.8089,-0.7200,6.2400,10.4400,-353.2500,-338.3750,185.0625,-29.0625,13.6875,28.3750,-6.1300,5.3700,1.9300,5.0900,0.1800,8.3800,2,3,3,3,1,1
7554,2511,86875451,62.812,58.688,-60.417,353.562,-0.148,-0.198,-0.216,99983.70,36.21,-86.515,-83.911,-10.9624,1.4900,2.4800,5.4000,-506.2500,-400.5000,-61.1875,-8.5000,-1.3750,44.7500,-5.7900,6.7300,1.9200,8.3900,-4.5200,2.3000,2,3,3,3,1,1
7565,2515,86985584,59.812,162.062,0.978,61.562,-0.305,-0.853,-0.940,99991.46,36.20,-86.128,-82.369,-3.1979,10.7800,6.3900,-4.1100,-627.1250,144.6875,65.0625,15.5625,-30.2500,23.2500,1.4300,7.9000,2.8500,8.1100,-1.3000,-5.3500,2,3,3,3,1,1
7577,2519,87104146,71.625,-106.625,93.849,151.562,-0.028,0.025,2.092,99981.05,36.20,-85.529,-81.254,-14.0729,6.9100,7.6900,2.9600,-387.5625,244.3125,-50.0000,20.0625,-34.0000,-16.3750,-2.1500,4.0400,3.7600,9.0400,3.7900,-0.1600,2,3,3,3,1,1
7589,2523,87225703,45.188,-33.062,134.429,89.062,-0.067,0.079,-0.786,99980.41,36.20,-85.010,-81.861,-25.6498,11.5400,9.7200,6.3800,-259.6250,256.5625,24.0625,36.5625,-3.0625,-22.7500,5.3800,5.3800,1.1700,6.4600,3.5500,6.4600,2,3,3,3,1,1
7601,2527,87345890,35.375,11.188,98.379,77.562,-0.120,-0.539,0.868,99987.74,36.20,-84.634,-82.668,-19.1686,10.0100,3.5100,11.6400,-331.6875,9.5000,321.5000,40.6875,0.1875,-6.3750,4.0700,4.7500,2.3100,5.1000,-2.2300,8.0600,2,3,3,3,1,1
7613,2531,87466229,9.750,52.312,127.495,201.375,-0.270,0.314,-3.072,99977.62,36.21,-84.391,-81.962,-7.2633,4.1100,-1.2400,1.3900,-37.7500,-22.2500,446.5625,29.5625,-27.0625,-13.3750,0.8900,9.5600,-2.7800,0.9900,-8.1400,5.3700,2,3,3,3,1,1
7625,2535,87586348,-39.250,16.500,81.406,325.688,-0.163,-0.150,1.727,99983.13,36.20,-83.993,-81.516,-12.3682,-4.9500,7.2500,7.4800,141.2500,23.6875,722.4375,-0.7500,-42.0000,-13.7500,-0.5300,11.0800,0.9100,-6.7200,-2.5300,6.6700,2,3,3,3,1,1
97635,2538,87685949,-18.250,-37.375,20.917,279.812,-0.177,-0.849,0.715,99991.41,36.21,-83.661,-80.934,-14.6759,-1.8800,9.4800,11.0900,134.3125,-238.5000,487.1250,-37.8750,-20.0625,-4.0000,-2.2000,7.5400,4.9700,-3.7100,4.9600,7.5900,2,3,3,3,1,1
7646,2542,87796107,23.938,-31.000,-64.824,243.812,-0.104,0.115,-1.040,99979.99,36.22,-83.334,-81.066,-22.0039,-1.0000,9.2500,12.1200,-182.2500,-173.3125,350.4375,-38.2500,12.1875,12.3750,-2.7100,4.4500,4.5400,3.3400,4.1500,8.2200,2,3,3,3,1,1
7655,2545,87896628,49.062,20.938,-94.178,315.750,-0.177,-0.245,0.217,99984.25,36.19,-83.116,-81.542,-15.4898,4.6200,2.7100,8.8600,-399.5625,-221.8750,263.6875,-18.0000,24.2500,31.1875,-3.9800,5.8200,2.4400,6.9400,-2.9500,6.2600,2,3,3,3,1,1
7667,2549,88016064,48.250,111.062,-58.667,316.812,-0.321,-1.257,-0.859,99996.25,36.20,-82.858,-80.960,-12.7269,-2.4900,-0.6900,-1.7200,-455.8125,-311.4375,-84.2500,12.0625,-11.7500,38.1875,-8.2900,6.0100,0.6400,6.8400,-6.3400,-3.0000,2,3,3,3,1,1
\7679,2553,88136584,64.688,-158.688,-6.465,61.875,-0.400,0.420,-2.255,99976.38,36.21,-82.624,-79.994,-8.0322,8.6900,6.8600,-2.1200,-349.1250,217.7500,-370.3750,29.8750,-25.5625,11.3750,2.9900,7.7400,3.6400,8.5500,2.0600,-4.3200,2,3,3,3,1,1
7691,2557,88255164,61.188,-66.188,70.559,110.562,-0.432,-0.247,0.118,99984.27,36.22,-82.302,-80.383,-25.6864,12.5600,10.4100,3.6300,-534.1875,355.8125,112.3750,36.0625,-14.0625,9.5625,4.8700,5.3900,0.1300,8.1600,4.2400,3.4000,2,3,3,3,1,1
7703,2561,88376709,20.250,33.812,46.202,11.500,-0.144,0.140,2.824,99979.69,36.20,-82.025,-80.640,-10.2696,6.0800,1.3400,4.4400,-390.0625,171.6875,319.1250,21.3750,-36.1875,4.1875,2.2200,6.8300,-3.5700,2.7400,-5.8000,7.4100,2,3,3,3,1,1
7715,2565,88496870,-18.062,51.062,130.459,205.000,-0.401,-1.508,0.032,99999.22,36.21,-81.764,-79.792,-14.4476,-2.1300,-1.2400,4.5900,-19.2500,-8.5625,451.3750,-0.2500,-41.0000,-16.5625,0.7800,6.5400,-0.5200,-3.6900,-7.4700,5.1600,2,3,3,3,1,1
17727,2569,88616140,-41.250,0.000,69.858,185.250,-0.335,0.022,-0.182,99981.09,36.21,-81.522,-79.560,-14.7910,-9.1000,3.4100,9.6200,200.8750,-106.5000,524.2500,-37.0000,-15.5000,-12.8750,-1.1800,3.0700,3.6900,-6.7800,0.2900,7.0700,2,3,3,3,1,1
7739,2573,88736832,0.625,-34.750,-56.511,245.062,-0.550,-1.719,-0.272,100001.73,36.21,-81.254,-79.505,-18.1572,-4.0600,7.3800,12.9000,54.3750,-235.6875,256.3750,-37.7500,10.2500,1.6875,-2.3600,3.0100,4.8100,-0.5800,4.9700,8.4300,2,3,3,3,1,1
7752,2577,88867090,32.250,-9.812,-107.779,231.875,-0.589,0.327,-2.683,99977.48,36.23,-81.148,-80.196,-23.4822,0.1100,6.1300,12.5200,-381.5625,-109.8750,89.7500,-19.5625,27.2500,26.0625,-4.1800,5.1800,3.1300,4.6500,0.8400,8.5900,2,3,3,3,1,1
7764,2581,88987456,47.375,44.750,-112.587,258.000,-0.571,-0.756,1.108,99990.31,36.20,-81.009,-80.180,-10.0584,4.5200,1.0400,6.0100,-533.3125,-80.5000,-169.7500,-11.0625,8.3750,44.0625,-1.6300,7.0000,0.6100,6.7300,-5.3700,4.6700,2,3,3,3,1,1
7776,2585,89106952,75.625,111.312,-12.615,53.750,-0.225,0.472,2.534,99975.76,36.20,-80.770,-78.778,-1.9601,7.7000,2.2400,-1.2800,-436.0625,28.4375,-250.5625,-1.7500,-27.1875,31.3750,-1.3300,5.4600,0.3700,9.3000,-2.7800,-1.3300,2,3,3,3,1,1
7788,2589,89227465,62.438,-55.250,75.619,136.688,-0.551,-1.107,-1.208,99994.47,36.19,-80.466,-78.225,-24.0205,8.4300,12.3600,3.9500,-331.6250,331.0000,-328.5000,25.6875,-31.3750,-7.5625,0.8800,4.4500,1.9300,8.3500,3.9800,3.2200,2,3,3,3,1,1
7800,2593,89347746,34.188,-31.688,81.754,72.562,-0.357,-0.957,1.958,99992.70,36.20,-80.192,-79.074,-25.3021,7.1600,8.2600,11.0600,-190.3750,58.3750,-58.4375,39.0000,-10.2500,-2.0000,2.4500,5.0500,3.7400,4.9300,3.9000,7.5100,2,3,3,3,1,1
7812,2597,89467584,26.750,15.000,73.684,66.375,-0.584,-1.501,-1.335,99999.15,36.20,-80.138,-79.991,-17.3304,6.6600,3.9700,8.7200,-408.6875,7.5000,252.6250,40.3750,-9.7500,6.5625,1.3600,5.9800,-0.1600,3.7900,-2.9800,8.5300,2,3,3,3,1,1
7824,2601,89587696,-6.500,46.000,138.998,236.938,-0.259,-1.263,3.564,99996.32,36.20,-79.991,-79.410,-11.2810,0.9100,-2.4100,2.8100,-14.1250,107.4375,492.7500,31.3750,-27.6875,-4.0625,2.6100,5.7500,-2.9700,-1.7800,-7.4100,6.1600,2,3,3,3,1,1
7836,2605,89706930,-47.875,10.438,161.395,250.750,-0.432,-0.487,-2.218,99987.12,36.21,-79.945,-79.360,-15.8735,-12.6400,1.2700,7.1300,59.3750,-45.8750,415.0000,5.0000,-42.1875,-5.6875,-2.1900,0.3100,0.7500,-7.6800,-1.0000,6.0000,2,3,3,3,1,1
7848,2609,89828210,-19.438,-21.250,-95.149,308.562,-0.407,-1.386,2.122,99997.78,36.23,-79.791,-79.064,-14.0662,-9.8600,5.1500,10.7300,-75.8750,-236.7500,240.0000,-30.8750,-24.7500,8.5625,-5.0200,2.3400,3.0300,-3.9000,2.6300,8.6000,2,3,3,3,1,1
7857,2612,89928348,9.625,1.438,-70.678,308.000,-0.226,0.611,-1.454,99974.11,36.19,-79.735,-79.407,-22.1006,-5.4900,0.6700,12.2200,-308.5000,-299.8750,-212.8750,-32.0625,-14.6875,21.6875,-5.2900,2.0100,2.4300,0.9700,-0.9600,9.7100,3,3,3,3,1,1
7869,2616,90048136,66.750,35.000,-2.056,97.062,-0.027,1.568,1.143,99962.77,36.21,-79.655,-79.304,-4.2066,3.7500,-6.3700,4.1600,-420.2500,-293.6875,-517.0625,-12.0625,-33.5625,20.0625,-7.0200,2.4100,1.2700,8.7100,-2.8400,3.4700,3,3,3,3,1,1
7881,2620,90168067,57.312,-39.125,106.769,173.688,-0.220,-0.875,-0.061,99991.72,36.21,-79.505,-79.050,-18.4180,3.7000,5.9300,5.7400,-299.6875,200.2500,-325.1875,33.6875,-18.5000,-21.6875,-3.6200,1.5200,1.6800,7.8600,3.3400,4.7900,3,3,3,3,1,1
7893,2624,90288468,31.812,-29.438,110.598,111.875,-0.199,-1.165,0.196,99995.16,36.20,-79.413,-79.610,-23.0971,4.6300,4.8100,11.9000,-123.6875,39.1875,-114.8125,40.3750,8.5625,-9.3750,1.0800,1.1900,2.9300,4.5700,3.6900,7.8400,3,3,3,3,1,1
7905,2628,90407185,27.875,-9.875,117.099,122.750,-0.363,-1.553,-1.165,99999.76,36.22,-79.467,-80.586,-25.3559,6.0600,4.2000,14.4400,-306.9375,-37.3750,0.0000,36.7500,19.3750,0.5625,2.3200,4.4300,4.6000,4.0600,0.3400,8.9100,3,3,3,3,1,1
7917,2632,90528688,32.250,45.500,121.032,120.938,-0.467,-1.609,0.071,100000.41,36.21,-79.597,-80.641,-8.8609,4.5000,-1.0000,4.4500,-235.2500,-71.0625,109.1875,37.0625,12.0000,13.6875,-0.9700,5.6700,-2.2300,4.6400,-6.5900,5.5700,3,3,3,3,1,1
7929,2636,90648889,6.000,55.750,-152.818,255.312,-0.407,-0.647,-0.391,99989.02,36.21,-79.644,-79.805,-12.7581,1.2500,-1.1500,7.2400,133.5625,-99.1875,506.5000,39.3750,-1.7500,10.7500,-1.1700,6.2600,3.7700,0.3400,-8.4900,4.8900,3,3,3,3,1,1
7941,2640,90769248,-15.688,16.500,-54.792,15.375,-0.340,-0.501,0.206,99987.28,36.21,-79.654,-80.475,-26.5994,-9.7500,-3.4600,14.2200,169.3750,-329.2500,393.0000,15.2500,-37.2500,7.0625,-4.1800,-0.4600,3.9300,-3.3100,-3.2700,8.6200,3,3,3,3,1,1
7954,2644,90899509,9.062,4.688,-14.373,352.062,-0.530,-0.785,-1.867,99990.66,36.19,-79.787,-80.774,-19.0880,-1.4300,1.8900,9.0100,93.8125,-174.1250,138.8125,0.7500,-40.2500,14.0000,-3.8200,4.1600,-0.9300,0.8600,-1.5200,9.6400,3,3,3,3,1,1
7966,2648,91018942,10.875,1.750,-13.488,344.875,-0.342,-0.163,1.022,99983.29,36.20,-79.879,-81.230,-19.2542,0.3200,3.4600,8.9700,-12.9375,112.1250,52.5000,-3.5625,-33.1875,23.0000,-1.3200,2.8300,-0.3800,1.1800,-1.0100,9.6800,3,3,3,3,1,1
7978,2652,91139447,5.625,9.875,-21.348,329.250,-0.062,0.495,2.635,99975.48,36.21,-79.974,-81.687,-19.2293,-2.6000,-0.5500,9.2100,-222.6250,-140.2500,152.5625,-10.6875,-32.8750,17.6875,1.5100,-1.3200,3.4000,0.2700,-2.3900,9.5000,3,3,3,3,1,1
7990,2656,91259138,-0.312,11.562,-33.342,319.688,-0.269,-0.616,-1.551,99988.65,36.20,-80.161,-82.243,-27.7285,-1.2600,-4.6800,18.0100,0.3125,61.4375,44.8125,-18.5000,-32.0625,12.0000,-2.5800,-1.3700,5.7000,-0.7400,-2.6700,9.4000,3,3,3,3,1,1
8002,2660,91379559,7.500,12.312,-34.980,327.812,-0.536,-0.344,-2.517,99985.42,36.22,-80.471,-82.721,-18.7938,-2.0100,-1.7800,9.0700,9.8750,47.1250,1.5000,-20.2500,-32.5000,12.0000,-0.6000,1.0100,0.0300,0.6000,-2.7900,9.3800,3,3,3,3,1,1
8014,2664,91499752,6.500,7.750,-31.154,334.125,-0.441,-0.152,0.914,99983.15,36.21,-80.713,-83.023,-18.5283,1.0400,-2.6200,9.3000,63.6875,40.4375,-85.3750,-18.5000,-33.2500,10.3750,-0.8100,-0.7800,0.3500,0.4300,-2.0400,9.5800,3,3,3,3,1,1
8026,2668,91619169,4.312,5.438,-24.924,340.125,-0.470,-1.192,0.683,99995.48,36.21,-80.944,-83.355,-17.4518,-0.7800,-1.1000,7.7100,48.6250,5.5625,-60.7500,-13.7500,-35.5000,14.0000,-1.0400,0.6400,-2.4600,0.0500,-1.6500,9.6600,3,3,3,3,1,1
8038,2672,91739703,4.125,1.250,-20.882,340.750,-0.426,-0.883,0.013,99991.81,36.22,-81.224,-83.839,-19.5561,0.0700,0.1200,9.7700,0.3125,0.0625,0.1250,-11.8750,-35.0625,18.5000,-0.0100,1.1400,0.0400,0.0200,-0.9400,9.7600,3,3,3,3,1,1
8050,2676,91858152,4.125,-2.438,-19.737,340.688,-0.364,-0.126,-0.137,99982.84,36.23,-81.522,-84.223,-19.5855,0.0200,0.1700,9.8000,0.0625,0.0000,-0.0625,-12.2500,-34.0000,16.5000,0.0000,0.4900,0.0000,0.0200,-0.2800,9.8000,3,3,3,3,1,1
8059,2679,91958227,4.125,-3.625,-19.451,340.750,-0.255,-0.113,1.060,99982.69,36.20,-81.738,-84.532,-19.5958,0.0200,0.1800,9.8200,0.0000,0.0000,-0.0625,-10.7500,-34.3750,17.6875,0.0000,0.2900,0.0200,0.0200,-0.1000,9.8000,3,3,3,3,1,1
8071,2683,92079947,4.125,-4.125,-19.307,340.750,-0.094,-0.047,1.679,99981.91,36.21,-81.988,-84.897,-19.6016,0.0200,0.2000,9.8300,0.0000,0.0625,0.0000,-11.1875,-33.5625,16.5000,0.0000,0.1900,0.0000,0.0200,-0.0200,9.8000,3,3,3,3,1,1
8083,2687,92200117,4.125,-4.250,-19.411,340.375,-0.059,0.427,-0.304,99976.28,36.22,-82.281,-85.256,-19.4960,-0.0700,0.0900,9.7400,-0.0625,0.3125,-0.2500,-11.5625,-34.0000,17.2500,0.0800,0.2800,0.0200,0.0200,0.0000,9.8000,3,3,3,3,1,1
8095,2691,92319992,4.125,-4.312,-19.524,340.438,-0.071,-0.169,-0.214,99983.35,36.23,-82.561,-85.604,-19.5467,0.0200,0.1600,9.7800,0.0625,0.0000,0.0625,-11.5625,-34.3750,17.6875,-0.0100,0.1600,-0.0200,0.0200,0.0100,9.8000,3,3,3,3,1,1
8107,2695,92440467,4.125,-4.375,-19.552,340.438,-0.213,-1.293,-0.328,99996.68,36.22,-82.857,-85.949,-19.5572,0.0000,0.2000,9.7900,-0.1250,-0.1250,0.1875,-12.2500,-33.2500,16.8750,0.0000,0.1200,0.0000,0.0200,0.0200,9.8000,3,3,3,3,1,1
